Acquisition Date,Company,Business,Country,Price,Used as or integrated with:,Group,ParentCompany
2006,Rembo Technology,Installation Software,#N/A,,,,IBM
2006,Softricity,application virtualization software,United States,,,,Microsoft
2006,Winternals Software,Software,United States,,,,Microsoft
2006,Whale Communications,Applications,Israel,,,,Microsoft
2006,"Webify Solutions, Inc",Service Oriented Architecture software,United States,,,,IBM
2006,Global Value Solutions,IT Services,#N/A,,,,IBM
2006,Gteko,Applications,Israel,,,,Microsoft
2006,Jumpcut.com,Online video editing,United States,,Yahoo! Video,,Yahoo
2006,DesktopStandard,Applications,United States,,,,Microsoft
2006,DORANA product line from Ubiquity Pty Limited,Asset Management,Australia,,,,IBM
2006,MRO Software,Asset Management,United States,740000000,,,IBM
2006,Colloquis,Natural language software,United States,,,,Microsoft
2006,FileNet Corporation,Content management software,United States,1600000000,,,IBM
2006,Silicon Color,Software,United States,,Color (Final Cut Studio),,Apple
2006,AdInterax,Online advertising,United States,,Yahoo! Search Marketing,,Yahoo
2006,Palisades Technology Partners,Management consulting,United States,,,,IBM
2006,Internet Security Systems (ISS),Information security,United States,1300000000,,,IBM
2006,Bix.com,Social media,United States,,Bix,,Yahoo
2006,Proximity,Software,Australia,,Final Cut Server,,Apple
2007,MyBlogLog,Social network service,United States,,MyBlogLog,,Yahoo
2007,"Consul Risk Management, Inc.",Information security,#N/A,,,,IBM
2007,Vallent Corporation,Telecommunications Management,United States,,,,IBM
2007,Softek Storage Solutions Corporation,Data Mobility,United States,,,,IBM
2007,Medstory,Internet search engine,United States,,,,Microsoft
2007,"BlackDot Networks, Inc.",Enterprise Data Consulting,United States,,,,IBM
2007,devBiz Business Solutions,Software tools,United States,,,,Microsoft
2007,Unicible,IT Services,#N/A,460000000,,,IBM
2007,Tellme Networks,Mobile phone software,United States,,,,Microsoft
2007,ScreenTonic,Advertising and marketing,#N/A,,,,Microsoft
2007,SoftArtisans,Business Intelligence software,United States,,,,Microsoft
2007,Engyro,Information technology,United States,,,,Microsoft
2007,Stratature,Master Data Management,United States,,,,Microsoft
2007,Rivals.com,College sports,United States,,Yahoo! Sports,,Yahoo
2007,Savvis Inc-Data Centers,Networking,United States,200000000,,,Microsoft
2007,Parakey,Offline applications/Web desktop,United States,,Facebook Mobile,,Facebook
2007,Watchfire Corporation,Security Software Testing,United States,,,,IBM
2007,aQuantive,Digital marketing,United States,6333000000,,,Microsoft
2007,AdECN,Ad Exchange,United States,,,,Microsoft
2007,WebDialogs,Web conferencing and communications,United States,,,,IBM
2007,DataMirror Corporation,Change Data Capture,Canada,161000000,,,IBM
2007,"Qinnova, Inc.",Internet Protocol Television (IPTV),Canada,,,,IBM
2007,"Princeton Softech, Inc.",Business Intelligence,United States,,,,IBM
2007,BuzzTracker,News site,United States,,Yahoo! News,,Yahoo
2007,Jellyfish.com,Search engine,United States,,,,Microsoft
2007,Parlano,Enterprise messaging software,United States,,,,Microsoft
2007,NovusCG,Storage Consulting and Technology Services,United States,,,,IBM
2007,Global Care Solutions-Assets,Assets,#N/A,,,,Microsoft
2007,HOB Business Solutions,Information technology,#N/A,,,,Microsoft
2007,Musiwave,Mobile music entertainment,#N/A,,,,Microsoft
2007,Multimap.com,Mapping,United Kingdom,,,,Microsoft
2008,XIV,Enterprise storage,Israel,300000000,,,IBM
2008,AptSoft Corporation,Business Intelligence,United States,,,,IBM
2008,Calista Technologies,Software,United States,,,,Microsoft
2008,Solid Information Technology,Database Software,United States,,,,IBM
2008,Arsenal Digital Solutions,Data backup services,United States,,,,IBM
2008,Cognos,Business Intelligence,Canada,5000000000,,,IBM
2008,FoxyTunes,Browser extension,United States,,FoxyTunes,,Yahoo
2008,Caligari Corporation,Software,United States,,,,Microsoft
2008,Net Integration Technologies Inc.,Business Server Software,Canada,,,,IBM
2008,YaData,Software,Israel,,,,Microsoft
2008,"Encentuate, Inc.",Enterprise Single Sign-On,United States,,,,IBM
2008,Rapt,Advertising yield management software,United States,,,,Microsoft
2008,Komoku,Rootkit security software,United States,5000000,,,Microsoft
2008,90 Degree Software,Business intelligence software,Canada,,,,Microsoft
2008,Telelogic AB,Enterprise software development,Sweden,845000000,,,IBM
2008,Farecast,Online search software,United States,75000000,,,Microsoft
2008,Danger,Mobile Internet software,United States,500000000,,,Microsoft
2008,Diligent Technologies,Data De-duplication,United States,200000000,,,IBM
2008,FilesX,Application Recovery Software,United States,,,,IBM
2008,Fast Search & Transfer,Enterprise search[clarification needed],#N/A,1191000000,,,Microsoft
2008,InfoDyne Corporation,Data Feed Connectors,United States,,,,IBM
2008,Inquisitor,Browser extension,United States,,Inquisitor,,Yahoo
2008,Kidaro,Software,United States,,,,Microsoft
2008,Quadreon,Software,#N/A,,,,Microsoft
2008,Navic Networks,Management software,United States,,,,Microsoft
2008,Mobicomp,Mobile applications,#N/A,,,,Microsoft
2008,Platform Solutions,"Mainframe, System Z technologies",United States,,,,IBM
2008,ILOG,Business Rules Management Systems,#N/A,340000000,,,IBM
2008,Powerset,Semantic Search,United States,,,,Microsoft
2008,DATAllegro,Data software,United States,,,,Microsoft
2008,Greenfield Online,Search and e-commerce services,United States,486000000,,,Microsoft
2008,Transitive Corporation,Virtualization Software,United States,,,,IBM
2009,Outblaze's E-Mail Service Assets,Online messaging and collaboration,#N/A,,,,IBM
2009,3DV Systems,"Developer of ZCam, a time-of-flight camera",Israel,35000000,,,Microsoft
2009,Exeros Assets,Data Discovery Software,United States,,,,IBM
2009,BigPark,Interactive online gaming,Canada,,,,Microsoft
2009,Rosetta Biosoftware,Bioinformatics solutions for life science research,United States,,,,Microsoft
2009,Placebase,Maps,United States,,Apple Maps,,Apple
2009,Ounce Labs,Source code analysis,United States,,,,IBM
2009,SPSS Inc.,Statistical analysis software,United States,1200000000,,,IBM
2009,FriendFeed,Social networking aggregator,United States,47500000,,,Facebook
2009,Interactive Supercomputing,Software,United States,,,,Microsoft
2009,RedPill Solutions,Analytics and Optimisation,#N/A,,,,IBM
2009,Guardium,Database monitoring and protection,United States,,,,IBM
2009,"Sentillion, Inc.",Identity and Access Management Software for Healthcare,United States,,,,Microsoft
2009,Opalis Software,Software,Canada,,,,Microsoft
2009,Lombardi,Business Process Management,United States,,,,IBM
2010,"National Interest Security Company, LLC",Public sector consulting,United States,,,,IBM
2010,Initiate Systems,Data integrity software,United States,,,,IBM
2010,Intelliden Inc.,Network Automation software,United States,,,,IBM
2010,Octazen,Contact importer,#N/A,,FriendFinder,,Facebook
2010,Divvyshot,Photo management,United States,,Facebook Photos,,Facebook
2010,citizensports.com,Sports Social media,United States,,citizensports.com,,Yahoo
2010,Siri,Voice control software,United States,,Siri,,Apple
2010,Cast Iron Systems,Cloud Integration,United States,190000000,,,IBM
2010,Friendster patents,Intellectual property/patents,United States,40000000,,,Facebook
2010,Associated Content,Content farm,United States,,Associated Content,,Yahoo
2010,Sterling Commerce,Business software integration,United States,1400000000,,,IBM
2010,Koprol,Geosocial network,#N/A,,Koprol,,Yahoo
2010,ShareGrove,Private conversations/Forums,United States,,Facebook Groups,,Facebook
2010,Coremetrics,Web Analytics,United States,,,,IBM
2010,"BigFix, Inc.",Security and IT automation software,United States,,,,IBM
2010,Nextstop,Travel recommendations,United States,2500000,,,Facebook
2010,Poly9,Web-based mapping,Canada,,Apple Maps,,Apple
2010,Storwize,Data Compression,United States,140000000,,,IBM
2010,Datacap,Data capture and Content Management,United States,,,,IBM
2010,Unica Corporation,Marketing planning software,United States,480000000,,,IBM
2010,Chai Labs,Internet applications,United States,10000000,,,Facebook
2010,Hot Potato,Check-ins/status updates,United States,,Facebook Places,,Facebook
2010,IMSense,High-dynamic-range (HDR) photography,United Kingdom,,iOS,,Apple
2010,OpenPages,Integrated risk management solutions,United States,,,,IBM
2010,Netezza,Data warehousing and analytics,United States,1700000000,,,IBM
2010,BLADE Network Technologies,Networking,United States,,,,IBM
2010,"AVIcode, Inc.",.Net monitoring technology,United States,,,,Microsoft
2010,PSS Systems,Legal risk management,United States,,,,IBM
2010,Clarity Systems,Financial governance,Canada,350000000,,,IBM
2010,"Canesta, Inc.",3-D sensing technology,United States,,,,Microsoft
2010,Drop.io,File hosting and sharing,United States,,,,Facebook
2010,FB.com domain name,American Farm Bureau Federation,United States,8500000,,,Facebook
2011,Rel8tion,Mobile advertising,United States,,,,Facebook
2011,Beluga,Group messaging,United States,,Facebook Messenger,,Facebook
2011,Tririga Inc.,Facility and Real Estate Management,United States,,,,IBM
2011,RecRec,Computer vision,United States,,,,Facebook
2011,DayTum,Information graphics,United States,,,,Facebook
2011,Skype Technologies,Telecommunications,#N/A,8500000000,,,Microsoft
2011,Prodiance,Software,United States,,,,Microsoft
2011,MailRank,Email prioritization,United States,,,,Facebook
2011,Sofa,Software design,#N/A,,,,Facebook
2011,Push Pop Press,Digital publishing,United States,,,,Facebook
2011,i2 Limited,Intelligence Analytics,United Kingdom,,,,IBM
2011,Algorithmics Inc.[116],Risk Management,Canada,387000000,,,IBM
2011,Q1 Labs[118],Security Intelligence,United States,,,,IBM
2011,Friend.ly,Social casual Q&A service app,United States,,,,Facebook
2011,Platform Computing,Cluster and Grid Management Software,Canada,,,,IBM
2011,Strobe,"HTML5 mobile apps, SproutCore",United States,,Mobile engineering team,,Facebook
2011,Videosurf,Video search,United States,100000000,,,Microsoft
2011,Gowalla,Location Based Service,United States,,,,Facebook
2011,C√∫ram Software,Smarter Cities,#N/A,,,,IBM
2011,DemandTec,Cloud-based Retail Analytics,United States,440000000,,,IBM
2011,Emptoris,Supply Chain Analytics,United States,,,,IBM
2012,Green Hat (software company)[124],Cloud based software testing,United States,,,,IBM
2012,Worklight,Software Development Firm,Israel,70000000,,,IBM
2012,Caffeinatedmind,In-browser file transfer,United States,,,,Facebook
2012,Instagram,Photo sharing,United States,1000000000,,,Facebook
2012,Tagtile,Customer loyalty app,United States,,,,Facebook
2012,Varicent,Compensation and Sales Performance Management Software Solutions,Canada,,,,IBM
2012,Vivisimo,Enterprise Search Software,United States,,,,IBM
2012,Tealeaf Technology,Customer Experience Analytics Software,United States,,,,IBM
2012,Glancee,Social discovery platform,United States,,,,Facebook
2012,Lightbox.com,Photo sharing,United Kingdom,,,,Facebook
2012,Karma,Social gifting,United States,,Facebook Gifts,,Facebook
2012,Redmatica,Audio,#N/A,,"Logic Pro, GarageBand",,Apple
2012,Face.com,Face recognition platform,Israel,100000000,,,Facebook
2012,Yammer,Social networking,United States,1200000000,,,Microsoft
2012,Perceptive Pixel,Multi touch hardware,United States,,,,Microsoft
2012,Spool,Mobile bookmarking and sharing content,United States,,Mobile engineering team,,Facebook
2012,Acrylic Software,RSS app Pulp and secure database app Wallet,Canada,,Facebook's design team,,Facebook
2012,Texas Memory Systems,Solid State Storage,United States,,,,IBM
2012,Threadsy,"Threadsy is a social aggregator, Maker of social marketing tool Swaylo",United States,,,,Facebook
2012,Kenexa Corporation,Human Capital Solutions,United States,1400000000,,,IBM
2012,Butterfly Software Ltd.,Data Analysis and Migration Software,United Kingdom,,,,IBM
2012,Particle,HTML5 Web app firm,United States,,"iCloud, iAd",,Apple
2012,PhoneFactor,Two-factor authentication system,United States,,,,Microsoft
2012,StorSimple,Cloud-storage appliance vendor,United States,,,,Microsoft
2012,MarketingPilot,Marketing automation firm,United States,,,,Microsoft
2012,Stamped,Social recommendation,United States,,Yahoo! Mobile,,Yahoo
2012,We Are Hunted,Music Service,Australia,,,,Twitter
2012,OnTheAir,OnTheAir,United States,,IntoNow,,Yahoo
2012,StoredIQ,Big Data Analysis,United States,,,,IBM
2012,WIMM Labs,Android-powered smartwatches, United States,0,Android Wear,Devices,Alphabet
2013,id8 Group R2 Studios,Home automation,United States,,,,Microsoft
2013,Star Analytics,Business Analytics,United States,,,,IBM
2013,Pando Networks,Peer-to-peer (P2P) media distribution,United States,,,,Microsoft
2013,Bluefin Labs,Social TV analytics,United States,80000000,,,Twitter
2013,Alike,Social recommendation,United States,,Yahoo! Mobile,,Yahoo
2013,Atlas Solutions,Atlas advertiser suite,United States,,,,Facebook
2013,MetricsHub,Cloud monitoring,United States,,,,Microsoft
2013,Hot Studio,Design agency,United States,,,,Facebook
2013,Netbreeze,Social analytics,#N/A,,,,Microsoft
2013,Jybe,Social recommendation,United States,,Jybe,,Yahoo
2013,UrbanCode,Software delivery automation,United States,,,,IBM
2013,Spaceport,Cross-platform game framework,United States,,,,Facebook
2013,Parse,Mobile app backends,United States,85000000,,,Facebook
2013,Astrid,Productivity,United States,,Astrid,,Yahoo
2013,MileWise,Flight rewards management,United States,,Yahoo Mobile Properties and Apps,,Yahoo
2013,GoPollGo,Real-time surveys,United States,,Yahoo Mobile Properties and Apps,,Yahoo
2013,Loki Studios,Mobile gaming,United States,,Yahoo Mobile Properties and Apps,,Yahoo
2013,Tumblr,Blogging,United States,1100000000,,,Yahoo
2013,PlayerScale,Online gaming,United States,,Yahoo Mobile Properties and Apps,,Yahoo
2013,InRelease,Release management,Canada,,,,Microsoft
2013,SoftLayer Technologies,Cloud Computing Infrastructure,United States,2000000000,,,IBM
2013,GhostBird Software,Mobile Photography Apps,United States,,Yahoo Mobile Properties and Apps,,Yahoo
2013,Rondee,Video Conferencing,United States,,,,Yahoo
2013,Spindle Labs,Local Discovery,United States,,,,Twitter
2013,Qwiki,Automated Video Production,United States,50000000,,,Yahoo
2013,Bignoggins Productions,Fantasy Sports,United States,,,,Yahoo
2013,Xobni,CRM,United States,40000000,,,Yahoo
2013,CSL International,Cloud Computing,Israel,,,,IBM
2013,Monoidics,Automatic verification software,United Kingdom,,,,Facebook
2013,Ztelic,Social Analytics,#N/A,,,,Yahoo
2013,HopStop.com,Maps,United States,,Apple Maps,,Apple
2013,Locationary,Maps,Canada,,Apple Maps,,Apple
2013,Lexity,ecommerce Analytics,United States,35000000,,,Yahoo
2013,Passif Semiconductor,Semiconductors,United States,,Apple SOC,,Apple
2013,Rockmelt,News Aggregator,United States,,,,Yahoo
2013,Jibbigo,Speech translation app,United States,,,,Facebook
2013,Matcha,Media discovery app,United States,,TV App for Apple TV and iOS,,Apple
2013,Trusteer,Cyber Security,Israel,1000000000,,,IBM
2013,Embark,Maps,United States,,Apple Maps,,Apple
2013,IQ Engines,Image Recognition,United States,,Flickr,,Yahoo
2013,AlgoTrim,Mobile data compression[64],Sweden,,iOS,,Apple
2013,Nokia mobile phones unit,"Mobile phones, smartphones",#N/A,7200000000,,,Microsoft
2013,Daeja Image Systems,Viewer for document management systems,United Kingdom,,,,IBM
2013,Hitpost,Sports,United States,,,,Yahoo
2013,The Now Factory,Mobile Networks Big Data Analytics,#N/A,,,,IBM
2013,Xtify,In-app mobile messaging and push notification tools,United States,,,,IBM
2013,Bread,Advertising,United States,,,,Yahoo
2013,HLW Software,RDP applications,#N/A,,,,Microsoft
2013,Onavo,Mobile analytics and Israel Facebook Headquarters Office,Israel,,,,Facebook
2013,LookFlow,Image Recognition,United States,,Flickr,,Yahoo
2013,Apiphany,API management,United States,,,,Microsoft
2013,Fiberlink Communications,Mobile Device Management,United States,330000000,,,IBM
2013,Ptch,Video sharing,United States,6500000,,,Yahoo
2013,EvntLive,Live and on demand music playing,United States,,,,Yahoo
2013,Quik.io,Cross Platform Video Streaming,United States,,,,Yahoo
2013,SportStream,Sports conversation analysis,United States,,,,Facebook
2013,PeerCDN,Content Delivery Network,United States,,,,Yahoo
2013,"Aspera, Inc.",Data Transfer Technology,United States,,,,IBM
2013,Catch.com,Software,United States,,Siri,,Apple
2013,BroadMap,Maps,United States,,Apple Maps,,Apple
2014,SnappyLabs,Photography software,United States,,Camera,,Apple
2014,Parature,Customer service software,United States,100000000,,,Microsoft
2014,Aviate,Intelligent homescreen for the Android OS,United States,,,,Yahoo
2014,Little Eye Labs,Performance analysis and monitoring tools for Android,#N/A,15000000,,,Facebook
2014,Branch,Web conversation platform,United States,15000000,,,Facebook
2014,SPARQ,Mobile Marketing,United States,,,,Yahoo
2014,Tomfoolery,Conversation platform,United States,,,,Yahoo
2014,Incredible Labs,Time Management App,United States,,,,Yahoo
2014,Wander,Social Diary,United States,,,,Yahoo
2014,Distill,Technical Recruiting,United States,,,,Yahoo
2014,WhatsApp,Mobile messaging,United States,19000000000,,,Facebook
2014,Burstly,Software testing,United States,,"TestFlight, App Store",,Apple
2014,"Cloudant, Inc.",Database-as-a-Service,United States,,,,IBM
2014,Vizify,Social media information transformation,United States,,,,Yahoo
2014,Oculus VR,Virtual reality technology,United States,2000000000,,,Facebook
2014,Ascenta,High-altitude UAVs,United Kingdom,20000000,,,Facebook
2014,SecondSync,Social TV,United Kingdom,,,,Twitter
2014,Mesagraph,Social TV,#N/A,,,,Twitter
2014,"Silverpop Systems, Inc.",Behavioral Marketing Automation,United States,,,,IBM
2014,ProtoGeo Oy,Fitness tracking app Moves,#N/A,,,,Facebook
2014,Capptain,(Mobile) application development,#N/A,,,,Microsoft
2014,GreenButton,Cloud computing,#N/A,,,,Microsoft
2014,LuxVue Technology,microLED displays,United States,,,,Apple
2014,Blink,Mobile Messaging,United States,,,,Yahoo
2014,Spotsetter,Social search engine,United States,,Apple Maps,,Apple
2014,PhotoDrive,Photo Management,United States,,,,Yahoo
2014,BookLamp,Book analytics,United States,,iBooks,,Apple
2014,SyntaxTree,Developer tools,#N/A,,,,Microsoft
2014,InMage,Disaster recovery solutions,United States,,,,Microsoft
2014,RayV,Video Streaming Platform,Israel,,,,Yahoo
2014,Madbits,Deep Learning,United States,,Twitter Cortex,,Twitter
2014,Flurry,Mobile Analytics,United States,200000000,,,Yahoo
2014,CrossIdeas,Cloud Security (Identity and Access Governance),#N/A,,,,IBM
2014,Inception Mobile Inc.,Software,Canada,,,,Microsoft
2014,PrivateCore,Secure Server Technology,United States,,,,Facebook
2014,Lighthouse Security Group,Cloud Security,United States,,,,IBM
2014,LiveRail,Publisher Monetization Platform,United States,,,,Facebook
2014,ClarityRay,Ad Security,Israel,,,,Yahoo
2014,WaveGroup Sound,Sound Studio,United States,,,,Facebook
2014,Luminate,Advertising,United States,,,,Yahoo
2014,Bookpad,Document Handling,#N/A,15000000,,,Yahoo
2014,Prss,Digital magazine,#N/A,,Apple News[82],,Apple
2014,LittleInc,Messaging App,United States,,,,Yahoo
2014,Mojang,Video games,Sweden,2500000000,,,Microsoft
2014,BrightRoll,Online Video Advertising,United States,640000000,,,Yahoo
2014,Aorato,Enterprise Security & machine learning,Israel,,,,Microsoft
2014,Cooliris,Photo Viewing,United States,,,,Yahoo
2014,Acompli,Mobile Email Apps,United States,,,,Microsoft
2014,HockeyApp,Mobile Beta Distribution & Crash Analytics,#N/A,,,,Microsoft
2014,Media Group One,Advertising and online video,#N/A,,,,Yahoo
2015,Clearleap,Cloud-based video management,United States,,,,IBM
2015,Metanautix,Big Data Analytics,United States,,,,Microsoft
2015,"Talko, Inc.",Mobile communications,United States,,,,Microsoft
2015,Wit.ai,Speech recognition,United States,,,,Facebook
2015,Quickfire Networks,Video Compression,United States,,,,Facebook
2015,Equivio,Text Analytics Service,Israel,,,,Microsoft
2015,ZipDial,Mobile marketing and analytics,#N/A,,,,Twitter
2015,Revolution Analytics,Statistical computing and predictive analytics,United States,,,,Microsoft
2015,"Sunrise Atelier, Inc.",Sunrise Calendar applications,United States,100000000,,,Microsoft
2015,N-trig,Styli and pen input hardware and software,Israel,200000000,,,Microsoft
2015,AlchemyAPI,"Natural language processing, big data",United States,,,,IBM
2015,"TheFind, Inc.",Ecommerce,United States,,,,Facebook
2015,FoundationDB,Database,United States,,iMessage Backend,,Apple
2015,LiveLoop,PowerPoint collaboration,United States,,,,Microsoft
2015,Blekko,"Web Search Engine, Cognitive Computing",United States,,,,IBM
2015,Phytel,Health management software,United States,,,,IBM
2015,Explorys,Healthcare analytics,United States,,,,IBM
2015,"Datazen Software, Inc.",Mobile business intelligence & Data visualization,Canada,,,,Microsoft
2015,LinX,Camera,Israel,20000000,,,Apple
2015,Surreal Vision,"Computer vision, augmented reality",United Kingdom,,,,Facebook
2015,6Wunderkinder GmbH,Wunderlist to-do list applications,#N/A,,,,Microsoft
2015,Bluebox,Private Cloud as a Service,United States,,,,IBM
2015,BlueStripe Software,Application management,United States,,,,Microsoft
2015,Whetlab,Machine Learning,United States,,Twitter Cortex,,Twitter
2015,FieldOne Systems LLC,Enterprise Field Service,United States,,,,Microsoft
2015,Pebbles,"Computer vision, augmented reality",Israel,60000000,,,Facebook
2015,Adallom,Cloud security,Israel,320000000,,,Microsoft
2015,Compose Inc.,Database as a Service,United States,,,,IBM
2015,Polyvore,Clothing E-commerce website,United States,160000000,,,Yahoo
2015,"Incent Games, LLC",Sales-gamification,United States,,,,Microsoft
2015,Merge Healthcare Inc.,Healthcare imaging software,United States,1000000000,,,IBM
2015,"VoloMetrix, Inc.",Organisational analytics,United States,,,,Microsoft
2015,StrongLoop Inc.,Mobile API capabilities,United States,,,,IBM
2015,"Double Labs, Inc.",Mobile lock screen software,United States,,,,Microsoft
2015,Adxstudio Inc.,Web portal and application lifecycle management solutions,Canada,,,,Microsoft
2015,Meteorix LLC,Consulting services for Workday applications,United States,,,,IBM
2015,Telekinesys Research Ltd.,Game technology vendor,#N/A,,,,Microsoft
2015,Endaga,Rural communications,United States,,,,Facebook
2015,ZeroPush,Push Notification Services,United States,,,,Twitter
2015,The Weather Company digital assets,"Weather data sources and analytics, related online and mobile products",United States,,,,IBM
2015,"Gravitant, Inc",Cloud brokerage software and cloud management,United States,,,,IBM
2015,"Mobile Data Labs, Inc.","MileIQ, a mileage tracking application",United States,,,,Microsoft
2015,Cleversafe,Object-based storage software,United States,1309000000,,,IBM
2015,Secure Islands Technologies Ltd.,Data protection,Israel,,,,Microsoft
2016,Emotient,Emotion recognition,United States,,"Face ID, Animoji[100]",,Apple
2016,Iris Analytics,Real time transaction fraud detection,#N/A,,,,IBM
2016,Teacher Gaming LLC,Education software,#N/A,,,,Microsoft
2016,Ustream,Streaming video,United States,,,,IBM
2016,LearnSprout,Education technology,United States,,Classroom iPad App,,Apple
2016,Resource/Ammirati,Digital marketing and creative agency,United States,,,,IBM
2016,Flyby Media,Augmented reality,United States,,ARkit,,Apple
2016,Aperto AG,Digital marketing and creative agency,#N/A,,,,IBM
2016,"TouchType, Ltd.","SwiftKey, a keyboard productivity application",United Kingdom,250000000,,,Microsoft
2016,LegbaCore,Platform security,United States,,Exposed firmware exploit in Apple computers.[104],,Apple
2016,ecx.io AG,Digital marketing and creative agency,#N/A,,,,IBM
2016,Groove,Music Discovery,Canada,,,,Microsoft
2016,Truven Health Analytics,"Provider of cloud-based healthcare data, analytics and insights",United States,2600000000,,,IBM
2016,Xamarin,Mobile application development,United States,,,,Microsoft
2016,Resilient Systems,"Cyber security, incident response platform",United States,,,,IBM
